incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2024-1028-001,901886399.41,AU,51,,1575,True,ransomware,,,,,"email,manufacturing_OT,SCADA,CRM",,cybersecurity_firm,3,2024,10,0,4,38,95400000.0,estimated,104764.45,,,61435482.32,15321369.57,,100655676.02,12.97,11.56,4474001.0,S&P 500 Information Technology,24.308,False,5184875730.59,11.469,critical
2022-0113-002,2476725739.24,AU,52,,6223,True,phishing,,,64202.0,credentials,"manufacturing_OT,customer_database,ERP,VPN",,cybersecurity_firm,3,2022,1,3,12,38,1536075.31,estimated,,,,1643500.01,412896.85,,,13.49,12.56,1524114.0,S&P 500 Financials,-10.543,False,10977651967.11,17.163,low
2024-0619-001,3233430449.19,IT,54,,16775,False,malware,,,90839.0,PII,"backup_systems,payment_systems,active_directory,HR_systems",36.75,sec_filing,1,2024,6,2,32,10,8105652.47,calculated,,,,5159409.44,977756.65,,7046961.63,,,,,,,,,medium
2023-0903-001,1182334241.89,IE,52,,5255,True,backdoor,,confirmed,,,"VPN,customer_database",,gdpr_notification,1,2023,9,6,14,9,20900000.0,calculated,,,,18465888.16,3027986.67,,,14.06,12.99,3965403.0,S&P 500 Financials,-18.268,False,3288088552.25,27.299,high
2025-0924-001,2378005318.81,US,51,,4073,False,data_breach,phishing,suspected,1423613.0,PII,"cloud_infrastructure,payment_systems,SCADA,website,file_servers",,gdpr_notification,1,2025,9,2,16,10,463711037.17,estimated,,,,228477430.71,44834859.67,,,,,,,,,,,critical
2024-0729-001,122697877.89,PT,52,,523,True,trojan,,confirmed,217990.0,credentials,"CRM,backup_systems,customer_database,VPN,HR_systems",,gdpr_notification,1,2024,7,0,12,9,1133957.31,estimated,,,,391864.72,73953.44,,,5.89,5.67,2346602.0,S&P 500 Financials,-11.727,False,252550409.56,31.958,low
2025-1223-001,6315571983.68,DK,92,,43159,False,supply_chain,data_breach,confirmed,,,"SCADA,customer_database,SSO",66.54,cybersecurity_firm,3,2025,12,1,62,37,638788.96,disclosed,,,,365242.72,40171.87,,,,,,,,,,,low
2024-0806-001,6510445976.28,ZA,51,,12617,True,data_breach,,,6943.0,mixed,email,,gdpr_notification,1,2024,8,1,33,22,9100000.0,disclosed,,,,6513387.18,3115728.71,,6052830.81,44.57,46.96,194428.0,S&P 500 Information Technology,-4.047,False,17878175863.58,30.119,high
2021-0121-001,194968687.89,IT,52,51,550,False,apt,,suspected,586531.0,PII,"SCADA,customer_database,HR_systems,ERP,VPN",9.38,cybersecurity_firm,3,2021,1,3,12,65,13933707.04,calculated,,,,6660838.53,2145107.18,,14305421.72,,,,,,,,,high
2024-0621-001,514456960.7,KR,61,54,5390,False,supply_chain,,suspected,,,email,54.24,cybersecurity_firm,3,2024,6,4,2,50,6682584.18,disclosed,,,,3431721.51,603386.95,,4299553.56,,,,,,,,,medium
2022-1214-002,50631776.37,GB,61,,607,False,ransomware,malware,,9455.0,PII,"HR_systems,cloud_infrastructure,CRM",241.13,gdpr_notification,1,2022,12,2,6,46,180000.0,disclosed,15784078.67,,,57031.42,47069.15,,,,,,,,,,,low
2021-1121-001,686888011.46,KR,62,92,2774,False,ransomware,,,4130.0,mixed,payment_systems,25.29,gdpr_notification,1,2021,11,6,34,24,4749204.02,estimated,2555411.02,,,4672529.61,1660093.51,,2947884.78,,,,,,,,,medium
2022-0822-001,1884204473.27,US,51,,4240,False,phishing,data_breach,suspected,1000.0,IP,"payment_systems,ERP",,cybersecurity_firm,3,2022,8,0,31,9,24530125.99,estimated,,,,27386791.52,2006881.25,,,,,,,,,,,critical
2025-0819-001,9958701367.53,US,62,,80902,True,backdoor,,,,,"backup_systems,customer_database,HR_systems,CRM,SSO",,verified_media,4,2025,8,1,64,55,20011334.59,disclosed,,,,9133353.56,3417130.2,,12890919.28,116.66,114.48,58023.0,S&P 500 Health Care,-13.696,True,15952502734.68,13.524,high
2023-0805-002,26776271623.11,US,55,,57780,True,supply_chain,,,,,payment_systems,166.96,cybersecurity_firm,2,2023,8,5,64,97,534279.97,calculated,,,,491754.37,157440.12,,,194.53,198.86,505932.0,S&P 500,345.0,False,151029380695.37,13.406,low
2021-1212-001,190193167.67,US,54,48-49,817,True,data_breach,,probable,52490.0,mixed,HR_systems,,gdpr_notification,1,2021,12,6,8,36,28600000.0,disclosed,,,,25083346.43,4593823.53,,26575579.43,11.71,10.58,1919201.0,S&P 500,4.854,False,1302040911.55,37.362,critical
2023-0510-001,107564098873.85,GB,44-45,,833995,True,data_breach,phishing,,1762282.0,PII,"backup_systems,customer_database,active_directory,payment_systems,manufacturing_OT",,company_pr,2,2023,5,2,9,34,81900000.0,calculated,,,,72719190.82,13427646.87,,27067246.17,414.22,411.52,97772.0,S&P 500 Consumer Discretionary,20.713,False,785531232372.95,13.125,critical
2021-0309-001,1193995117.69,IN,61,44-45,15826,False,apt,,,352329.0,PII,"customer_database,HR_systems,website",177.25,verified_media,4,2021,3,1,12,55,101811269.19,estimated,,,,110635625.91,25892254.69,,,,,,,,,,,critical
2025-0524-001,250649821.22,GB,92,,1905,False,malware,,probable,27595.0,credentials,"email,payment_systems,CRM",,gdpr_notification,1,2025,5,5,91,10,5000000.0,disclosed,,,,4987252.15,687930.41,,,,,,,,,,,medium
2021-0804-002,2148030910.02,US,51,,3589,True,ransomware,,,946485.0,credentials,"SCADA,active_directory",65.08,sec_filing,1,2021,8,2,16,16,1949394.53,disclosed,6467286.86,3295737.19,blockchain analysis,2060835.46,370622.39,,,20.01,18.02,2891331.0,S&P 500 Information Technology,23.571,False,3749854386.36,17.037,medium
2025-0922-001,73532482.38,MX,51,,139,False,phishing,,unknown,605157.0,PII,backup_systems,,cybersecurity_firm,3,2025,9,0,32,8,2400000.0,estimated,,,,2770904.89,123517.92,1858278.04,2431762.82,,,,,,,,,medium
2022-0721-001,74179856.24,GB,56,,2710,False,ransomware,,,269216.0,credentials,"backup_systems,email,HR_systems",,gdpr_notification,1,2022,7,3,2,35,2118829.23,calculated,1192960.79,669660.55,congressional testimony,1703050.92,663413.68,,2543054.54,,,,,,,,,low
2023-1114-001,90084336.15,JP,62,,390,False,data_breach,,,1000.0,PII,"HR_systems,SCADA",,company_pr,1,2023,11,1,1,13,1821503.46,calculated,,,,1442491.66,238839.47,,1625781.43,,,,,,,,,low
2023-1024-002,16461488261.24,US,62,51,67119,True,ransomware,phishing,,28417797.0,mixed,"customer_database,ERP,backup_systems,website",64.35,cybersecurity_firm,3,2023,10,1,4,69,16962440.01,estimated,5841558.53,1936009.39,company statement,6205832.78,5479963.48,1242141.78,12724211.59,245.2,244.62,469406.0,S&P 500 Health Care,-18.755,False,103150347045.41,1.238,high
2022-0718-001,9692810402.41,CA,52,51,26531,True,data_breach,,,49212.0,PII,"CRM,cloud_infrastructure,VPN,payment_systems",,verified_media,4,2022,7,0,30,40,11494309.34,disclosed,,,,6119743.3,2546978.4,243501.93,11789353.6,98.14,99.56,5695209.0,S&P 500 Financials,15.919,False,31292954345.08,32.023,high
2023-1029-001,4527797543.76,US,22,,16075,True,backdoor,,probable,,,"VPN,SSO,active_directory,file_servers",,verified_media,4,2023,10,6,64,4,9900811.02,estimated,,,,11845937.31,1885172.83,,5513460.45,50.62,48.82,2953657.0,S&P 500 Utilities,-16.915,False,14353708414.35,11.668,high
2025-0810-003,2328656435.02,US,81,,19734,True,data_breach,,suspected,278464.0,PII,"backup_systems,customer_database,file_servers,HR_systems,active_directory",,verified_media,4,2025,8,6,181,33,7800000.0,disclosed,,,,5719333.09,2090912.83,,,22.18,23.07,1964460.0,S&P 500,-1.364,False,7640567207.63,20.555,medium
2024-0801-001,197106682.24,FR,62,,2426,False,malware,,unknown,7778.0,credentials,"website,HR_systems,manufacturing_OT",29.92,cybersecurity_firm,2,2024,8,3,31,7,29566002.34,disclosed,,,,31943331.77,9830645.27,,,,,,,,,,,critical
2021-0519-001,5170052773.78,AU,52,72,12163,True,ransomware,,probable,45119.0,mixed,"HR_systems,backup_systems,website,cloud_infrastructure",30.65,sec_filing,1,2021,5,2,1,12,81640060.77,disclosed,9868564.59,6925116.33,congressional testimony,88413375.68,18953959.94,,,73.96,67.46,2092063.0,S&P 500 Financials,28.622,True,10103110311.28,13.948,critical
2021-1104-001,1987566097.84,US,11,53,15701,True,phishing,,,41288.0,mixed,"customer_database,email",,verified_media,4,2021,11,3,4,17,2248316.26,calculated,,,,2189576.37,492444.53,,,11.2,10.36,7371631.0,S&P 500,5.431,True,5801596933.0,26.212,low
2025-0526-002,6486016176.02,JP,52,,17810,True,ransomware,,,490240.0,PII,"website,customer_database",151.33,verified_media,4,2025,5,0,18,21,14293744.21,calculated,284457.84,,,10716417.09,3154120.77,,,84.56,83.13,4232828.0,S&P 500 Financials,2.215,False,40604358361.73,20.155,high
2022-1125-003,490565198.96,CA,51,44-45,1138,False,ransomware,,probable,156677.0,mixed,"ERP,email",9.91,sec_filing,1,2022,11,4,4,14,80447748.39,disclosed,95890.1,,,39513994.71,28125852.97,,56118336.84,,,,,,,,,critical
2023-0724-001,93250725.47,US,52,,189,True,data_breach,ransomware,,79826.0,health,"backup_systems,CRM,email",,sec_filing,1,2023,7,0,17,18,18183891.47,estimated,,,,6352851.62,4629748.82,,14174536.46,5.96,6.13,702003.0,S&P 500 Financials,23.504,False,513296803.26,15.082,high
2021-1015-001,4343838652.95,DE,62,,18666,True,ddos,,suspected,,,"SCADA,ERP,VPN,customer_database",115.53,verified_media,3,2021,10,4,181,33,1319326.77,disclosed,,,,627158.67,388022.71,,,27.7,27.41,16560878.0,S&P 500 Health Care,11.121,False,26209294501.95,10.412,low
2025-0210-001,17719168176.26,MX,62,,159863,True,data_breach,phishing,unknown,1000.0,PII,"payment_systems,CRM,cloud_infrastructure",,gdpr_notification,1,2025,2,0,183,63,32954409.45,estimated,,,,25299334.74,10160314.68,,,99.36,100.89,204089.0,S&P 500 Health Care,23.447,False,71068380822.99,30.389,critical
2021-0810-002,90942352.97,DE,52,,421,False,backdoor,ransomware,suspected,,,"active_directory,cloud_infrastructure",,gdpr_notification,1,2021,8,1,183,53,7953692.89,estimated,,,,7964634.71,542398.81,,9015256.27,,,,,,,,,medium
2023-0908-001,44649671470.17,GB,44-45,,252526,True,ransomware,,,13188.0,credentials,"active_directory,payment_systems,HR_systems,SSO",,gdpr_notification,1,2023,9,4,15,53,28800000.0,disclosed,332393.34,100539.87,blockchain analysis,15265642.47,5130814.91,535103.79,,392.12,366.57,5583845.0,S&P 500 Consumer Discretionary,-11.824,True,352165798301.7,25.636,high
2025-0621-001,2548232691.27,SG,62,52,10353,True,phishing,,,1395.0,PII,cloud_infrastructure,,company_pr,2,2025,6,5,33,51,6385188.83,calculated,,,,7416568.53,904143.41,,5591542.45,,,,,,,,,medium
2025-1114-002,7482448638.74,DE,23,,38948,True,data_breach,,probable,,,"manufacturing_OT,active_directory,HR_systems,SSO,website",,cybersecurity_firm,3,2025,11,4,31,12,42315077.39,estimated,,,,33749292.13,10513351.64,,,105.54,102.94,49328.0,S&P 500,18.977,False,58511996625.33,22.468,critical
2022-0529-001,57538090072.77,US,52,22,255968,True,malware,,,7137.0,IP,"manufacturing_OT,CRM,payment_systems,customer_database,HR_systems",32.93,sec_filing,1,2022,5,6,90,10,1669480.33,estimated,,,,1165202.95,210280.76,,1449119.95,301.09,284.46,443726.0,S&P 500 Financials,19.847,False,418660366892.87,15.145,low
2022-0125-001,32926950493.56,ES,92,52,457996,False,supply_chain,ddos,,,,"HR_systems,active_directory,website,CRM,cloud_infrastructure",,cybersecurity_firm,3,2022,1,1,185,7,64174071.1,estimated,,,,19771379.61,5277953.46,,45822784.85,,,,,,,,,critical
2021-0330-001,3246750670.29,GB,22,,8569,True,data_breach,,probable,4949.0,IP,"backup_systems,payment_systems,customer_database,email,CRM",,cybersecurity_firm,3,2021,3,1,4,64,11551695.61,estimated,,,,12230371.6,3141602.41,,,,,,,,,,,high
2025-1226-002,2758047547.33,MX,31-33,,14507,False,ransomware,,suspected,609054.0,mixed,"email,cloud_infrastructure,payment_systems,CRM",121.72,cybersecurity_firm,3,2025,12,4,64,10,4760046.3,calculated,108866.54,,,4843245.47,362343.15,302251.9,,,,,,,,,,medium
2024-0517-003,160877791.78,AU,52,,410,False,data_breach,,,1756.0,health,"file_servers,ERP,CRM,website,HR_systems",,verified_media,4,2024,5,4,0,7,5511684.43,calculated,,,,6597155.7,1752332.29,,5597063.57,,,,,,,,,medium
2025-0716-001,9098294881.29,US,62,,54201,True,ransomware,,suspected,484821.0,credentials,HR_systems,24.62,verified_media,4,2025,7,2,1,17,546616.38,estimated,1253376.36,418032.72,FBI disclosure,428339.86,147299.48,1337353.91,,46.5,46.39,7236986.0,S&P 500 Health Care,3.876,False,63044935461.73,27.367,low
2023-0227-001,7702902576.36,IN,44-45,,106011,False,phishing,,unknown,452923.0,IP,"HR_systems,CRM,file_servers,SCADA",,cybersecurity_firm,3,2023,2,0,5,11,216030405.91,estimated,,,,129015594.83,42798464.35,50000.0,,,,,,,,,,critical
2022-0820-001,55604846021.5,GB,92,31-33,770319,False,data_breach,,,32675.0,PII,email,,verified_media,4,2022,8,5,95,70,27579145.59,disclosed,,,,24745674.04,1483014.94,,,,,,,,,,,critical
2024-0723-001,2708171029.81,AR,42,51,7140,True,apt,,,5959.0,credentials,"HR_systems,active_directory,ERP,SSO",28.66,company_pr,1,2024,7,1,18,15,15386002.25,estimated,,,,5548783.02,1363165.6,,,35.41,33.37,2359193.0,S&P 500,2.952,False,10904254595.71,36.252,high
2024-0804-001,33628326754.3,US,62,,190869,True,ransomware,,,205972.0,health,VPN,73.14,company_pr,2,2024,8,6,8,2,12318405.7,calculated,4538121.13,,,8892611.8,684162.44,,9018197.4,282.48,261.56,19885894.0,S&P 500 Health Care,-19.357,False,123633377577.39,37.554,high
2022-1130-001,22233067823.11,US,31-33,,95344,True,phishing,,,6291.0,PII,"SCADA,email,CRM,customer_database",,cybersecurity_firm,3,2022,11,2,34,16,22365654.61,estimated,,,,16800916.49,4845176.29,,22028074.11,221.72,221.33,113181.0,S&P 500 Industrials,25.466,False,84225909323.08,22.418,high
2025-1227-001,5411624752.41,US,44-45,,40148,True,supply_chain,,,,,"SCADA,payment_systems",6.05,sec_filing,1,2025,12,5,93,12,43536609.85,estimated,,,,42245003.39,8910659.6,,47202487.06,38.39,37.71,10357888.0,S&P 500 Consumer Discretionary,-14.696,False,31647821691.17,10.872,critical
2024-1008-001,1797732190.95,IL,61,,34180,False,supply_chain,,,,,website,4.38,cybersecurity_firm,3,2024,10,1,1,16,9600000.0,calculated,,,,4554317.15,1655150.56,,5462910.0,,,,,,,,,medium
2023-0915-001,279898146.94,FR,21,,821,True,malware,,,35304.0,mixed,"payment_systems,cloud_infrastructure,VPN",37.57,gdpr_notification,1,2023,9,4,14,5,4189049.33,estimated,,,,4716481.33,1100581.32,,,6.37,5.82,24555937.0,S&P 500 Energy,-2.077,False,1470356069.01,11.892,medium
2025-0119-002,7105371810.07,AE,56,,116716,True,ransomware,,probable,709575.0,PII,"file_servers,SSO,ERP,website,payment_systems",11.88,verified_media,4,2025,1,6,31,47,165600000.0,disclosed,5540157.77,1123929.89,FBI disclosure,101583318.98,23627011.25,409691.85,,93.36,91.38,2670084.0,S&P 500,5.174,False,38121155561.47,29.302,critical
2023-0624-001,132078710.36,US,62,,1634,False,trojan,,confirmed,73248.0,financial,"file_servers,cloud_infrastructure",,cybersecurity_firm,3,2023,6,5,63,9,390411.94,calculated,,,,384832.1,31587.34,2323909.8,214707.29,,,,,,,,,low
2022-0418-001,10479371785.27,IT,62,,103959,True,malware,apt,,383974.0,credentials,"CRM,website",,verified_media,4,2022,4,0,184,13,17178185.14,estimated,,,,17891056.54,1902637.35,115967.88,,136.26,131.9,870949.0,S&P 500 Health Care,898.0,False,24087273076.52,28.321,high
2025-1231-002,34641785401.8,GB,52,,101770,True,data_breach,ddos,probable,54569.0,mixed,"file_servers,payment_systems,ERP",,verified_media,4,2025,12,2,185,15,31200000.0,calculated,,,,19476929.23,2498449.78,,26954386.31,343.29,345.68,3272335.0,S&P 500 Financials,-67.0,False,91839072714.57,2.794,critical
2024-0720-001,598094895.08,US,62,,3169,False,ddos,,probable,,,"VPN,email,website,backup_systems,active_directory",54.5,cybersecurity_firm,3,2024,7,5,10,7,1990039.7,estimated,,,,733045.64,599520.2,,1373978.3,,,,,,,,,low
2021-1204-002,1345793728.82,GB,52,,5226,True,trojan,,suspected,318658.0,mixed,"backup_systems,payment_systems",,gdpr_notification,1,2021,12,5,61,60,26100000.0,disclosed,,,,12004170.49,6655197.97,,18459476.03,17.75,16.13,66889532.0,S&P 500 Financials,12.939,False,3086419492.12,32.919,high
2024-0203-001,11302476451.97,GB,21,,42664,True,data_breach,,,309074.0,mixed,file_servers,,verified_media,3,2024,2,5,5,34,59220346.59,disclosed,,,,49786907.11,7200183.56,190599.34,31992050.75,84.35,89.34,2204633.0,S&P 500 Energy,-7.155,False,18885907662.68,22.327,critical
2022-0307-001,21680753652.0,US,51,,37562,False,malware,supply_chain,suspected,509686.0,health,"cloud_infrastructure,customer_database,ERP,email",52.02,company_pr,2,2022,3,0,30,30,24348124.44,estimated,,,,26799932.71,6241441.05,,18064891.41,,,,,,,,,critical
2023-1220-001,64314935.04,TH,62,,374,False,apt,trojan,confirmed,46006.0,PII,"active_directory,payment_systems,customer_database,SCADA",,verified_media,4,2023,12,2,93,38,220000.0,disclosed,,,,116283.85,64438.88,,,,,,,,,,,low
2023-0719-001,1094187961.68,US,51,,2208,True,ransomware,,suspected,2192898.0,financial,"manufacturing_OT,SSO,CRM,SCADA",126.72,verified_media,4,2023,7,2,182,37,109656030.39,estimated,373287.19,91677.03,FBI disclosure,58920517.2,33741540.21,,,14.61,13.97,7030019.0,S&P 500 Information Technology,22.475,False,2096331183.94,36.376,critical
2023-1014-001,550330966.23,US,51,,1814,False,ransomware,,,5680.0,financial,"SSO,ERP,active_directory,SCADA",,gdpr_notification,1,2023,10,5,62,10,24611277.98,estimated,150072.53,,,29353033.14,4820862.19,,13559639.32,,,,,,,,,critical
2022-0821-001,19254012202.29,GB,92,,149434,False,data_breach,,probable,38432.0,IP,"VPN,active_directory",,company_pr,2,2022,8,6,95,16,348844139.12,estimated,,,,289918004.85,100756114.82,,155436454.18,,,,,,,,,critical
2023-0425-001,48578250641.23,CH,51,,121295,True,malware,,unknown,5842.0,financial,cloud_infrastructure,15.13,verified_media,3,2023,4,1,32,5,50000000.0,disclosed,,,,30648334.06,6198620.27,,,,,,,,,,,critical
2021-0415-001,485962113.37,US,51,,847,False,malware,,,348772.0,mixed,CRM,132.86,verified_media,4,2021,4,3,14,15,13425365.12,estimated,,,,6284572.14,1571753.21,,9129017.25,,,,,,,,,high
2025-0310-001,641252810.46,AU,44-45,51,8989,False,ransomware,,,247994.0,mixed,"backup_systems,VPN,payment_systems,SSO",128.32,cybersecurity_firm,3,2025,3,0,16,10,1215244.96,disclosed,3420863.57,2463774.36,insurance claim record,1318905.5,223630.32,,1220359.66,,,,,,,,,low
2024-0227-001,2776934893.06,FI,22,52,6239,False,malware,,suspected,43179.0,financial,"backup_systems,VPN,cloud_infrastructure",81.57,verified_media,3,2024,2,1,3,15,2000000.0,calculated,,,,1766186.99,591244.17,,,,,,,,,,,low
2022-0108-002,65935915028.17,DE,51,,155455,True,data_breach,,,,,"ERP,payment_systems,email,website,CRM",,gdpr_notification,1,2022,1,5,14,22,26431600.17,calculated,,,,14842689.86,4732560.84,,12842323.96,674.92,638.24,6353856.0,S&P 500 Information Technology,-6.827,False,418235863367.66,21.083,high
2021-0803-003,436322143.47,US,44-45,,3253,False,supply_chain,phishing,,,,"website,manufacturing_OT,SCADA",29.67,company_pr,2,2021,8,1,10,68,6400000.0,calculated,,,,4300152.24,2033792.78,,,,,,,,,,,medium
2022-0519-001,1203600234.99,CA,61,51,15005,False,supply_chain,,confirmed,,,"file_servers,active_directory,SCADA,website",126.62,verified_media,4,2022,5,3,32,55,14371031.03,disclosed,,,,8142346.02,4458814.74,,,,,,,,,,,high
2025-1225-002,420339692.5,US,52,,1196,True,data_breach,,,,,"CRM,payment_systems,cloud_infrastructure,VPN",,sec_filing,1,2025,12,3,5,24,551398.06,estimated,,,,401478.52,130274.29,,631737.89,9.31,8.86,533948.0,S&P 500 Financials,26.784,False,2723004371.26,24.676,low
2022-1120-001,1613857548.99,JP,52,,4068,False,trojan,apt,probable,,,"payment_systems,VPN,SCADA",,verified_media,4,2022,11,6,12,12,7739339.27,disclosed,,,,2531866.39,2110567.95,,,,,,,,,,,medium
2021-1224-001,39918067.33,DE,54,,292,False,ransomware,,unknown,1000.0,credentials,"backup_systems,CRM,SSO",39.05,cybersecurity_firm,3,2021,12,4,60,30,3603060.53,estimated,1965002.58,,,3633018.38,320759.83,,,,,,,,,,,medium
2021-1229-001,6510445976.28,ZA,51,92,12617,True,ransomware,,,90585.0,mixed,"SCADA,email,cloud_infrastructure,payment_systems,active_directory",113.13,verified_media,4,2021,12,2,33,34,28800000.0,estimated,24457788.98,,,31542321.04,4255989.78,,,36.93,37.49,12221829.0,S&P 500 Information Technology,-6.599,False,35473540419.11,29.688,critical
2022-0814-002,28970794798.33,NL,62,,217683,True,phishing,,suspected,6220.0,mixed,email,,gdpr_notification,1,2022,8,6,12,10,3200000.0,estimated,,,,3163625.61,1016315.33,,,242.05,253.62,1104073.0,S&P 500 Health Care,2.033,False,174029534026.42,37.598,medium
2023-1227-001,76845835.88,US,23,,370,False,ransomware,malware,suspected,57698.0,PII,"SSO,manufacturing_OT,payment_systems,ERP,file_servers",69.22,gdpr_notification,1,2023,12,2,17,11,12083363.56,disclosed,2746199.26,,,13082219.86,3860330.34,1724867.33,15648615.77,,,,,,,,,high
2025-0730-001,331428689.74,IL,51,42,774,False,ransomware,,probable,98467.0,PII,"file_servers,CRM,HR_systems,email,manufacturing_OT",305.29,company_pr,2,2025,7,2,16,67,79600962.69,estimated,1081958.52,,,42506540.43,15909405.2,150135.56,,,,,,,,,,critical
